text,selected_text,sentiment,textID
"bathing with two little angels, Keyla and Janice.","bathing with two little angels, Keyla and Janice.",neutral,291
" Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",chocked,negative,292
 HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral,293
"Family is here,hanging with them","Family is here,hanging with them",neutral,294
Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,.it`s gorgeous out!,positive,295
 what`s goin on hun?  I`m worried about you,m worried,negative,296
 Im not bannished... but I am at work till 6,Im not bannished.,negative,297
" Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.","Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral,298
" red top tabloids, build em up, knock em down","red top tabloids, build em up, knock em down",neutral,299
tonight in party w/ my girls (minus vita),tonight in party w/ my girls (minus vita),positive,300
  why not now you made me sad I thought you`d be jumping for joy,why not now you made me sad I thought you`d be jumping for joy,neutral,301
 Simple my a#@,Simple my a#@,neutral,302
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now","The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",neutral,303
" I saw the play of it here, it was amazing",amazing,positive,304
 _ i am glad to break my twitter virginity with you two.,glad,positive,305
Dinner with the fam... I have missed them,I have missed them,negative,306
"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.","_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral,307
Hell yeah Kellynn got a Twitter. Finally.,Hell yeah Kellynn got a Twitter. Finally.,neutral,308
" I know   It was worth a shot, though!",as wort,positive,309
"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",better,positive,310
Ship. I`m stuck.,Ship. I`m stuck.,negative,311
DUSTBIN BABY ON AT 11.30 Cannot wait  x,Cannot wait,positive,312
" Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",shame,negative,313
,,neutral,314
It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,neutral,315
Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery,neutral,316
Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,Definitely pinched a nerve.,negative,317
today is a busy day. exhausting!,exhausting!,negative,318
" I was going to go on Sunday, but now I`ve got too much going on that weekend","I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral,319
 Sorry to hear ur flight got cancelled  that blows!!!,Sorry,negative,320
ohh my tooth is hurts ohh  im sad it very hurts,im sad it very hurts,negative,321
"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love","Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive,322
 u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,I`m broke,negative,323
 Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,neutral,324
sore throat. Planning the TET outing to Marwell though...good times,sore throat. Planning the TET outing to Marwell though...good times,neutral,325
mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,it was amazin,positive,326
2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,now a migraine.,negative,327
 There!,There!,neutral,328
?sucks!?..,?sucks!?..,negative,329
 whens the sway sway winner announced?,whens the sway sway winner announced?,neutral,330
 K will check it out...,K will check it out...,neutral,331
" doing pretty well, up and wide awake","doing pretty well,",positive,332
"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!","i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",neutral,333
I Miss Daddy and Mommy,I Miss Daddy and Mommy,negative,334
"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",officially depressed,negative,335
I just realized that I can`t forward text msgs with my iPhone.,I just realized that I can`t forward text msgs with my iPhone.,neutral,336
"My frist post... Off to find a new car for my parents, exciting!",exciting!,positive,337
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,That sucks!,negative,338
seriously bored without anyone to talk to... but not tired enough for sleep,bored,negative,339
 I am lost. Please help me find a good home.,I am lost.,negative,340
"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38","It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",neutral,341
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,bad,negative,342
 LMAO... Smh!  that one threw me off.,LMAO... Smh!  that one threw me off,neutral,343
 oh nice going!,oh nice going!,positive,344
Is getting ready for work... Working all weekend,Is getting ready for work... Working all weekend,neutral,345
Gonna celebrate Mothers Day with the family but gonna start the partying tonite,partying,positive,346
 i agree with you!,i agree with you!,positive,347
 I only do computers. Am hopeless at everything else,Am hopeless at everything else,negative,348
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",perfect ma,positive,349
_2nd aww thanks!,thanks!,positive,350
 Sorry RB is on PS3 for me,Sorry,negative,351
I saw amazing heeels. But they were too big,I saw amazing heeels. But they were too big,neutral,352
I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,stuck,negative,353
dang last url went down  ? http://blip.fm/~7aigm,dang,negative,354
" ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",i missed all ur tweets,negative,355
 Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,Damnit all. That sucks.,negative,356
 my boss. She`s moving to NYC,my boss. She`s moving to NYC,neutral,357
this is sooo crazy i have fever..,this is sooo crazy,negative,358
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,some stupid ****,negative,359
I think i need some new friends,I think i need some new friends,neutral,360
 Looking forward to your gig in Ireland!!!  See ya there!,Looking forward to your gig in Ireland!!!  See ya there!,neutral,361
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,Please Re,positive,362
aww  you loooove me,aww  you loooove me,positive,363
"is hungry, twitter.  i want food. </3","is hungry, twitter.  i want food.",neutral,364
awesome lucky you,awesome lucky you,positive,365
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha","yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   ha",neutral,366
" haha im jewish, i love that one",love,positive,367
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!","had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral,368
 l`m on 3 days too matt. No fun this weekend.,No fun,negative,369
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for,neutral,370
 I feel your pain. Mine is the same way,I feel your pain.,negative,371
comes home in two days,comes home in two days,neutral,372
 Sadly no. It didn`t come with one...,Sadly,negative,373
Cant wait to see my boy tomorrow,Cant wait,positive,374
 ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,neutral,375
 aww I miss driving down elmwood,aww I miss driving,negative,376
Omg Wango Tango was **** AWSOME! I love my baby for taking me,Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive,377
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",its very cool,positive,378
_30439 I really wish I could go!,wish,positive,379
" yeah real hard, but I know you`ll get by with it... smile","yeah real hard, but I know you`ll get by with it... smile",neutral,380
